customer_id,full_name,email,phone,address,residence_country,customer_age
CUST-0412,Philip Lynch,lewisbarbara@example.org,(398)887-0559x300,"831 Perez Mountains Apt. 016, Nguyenborough, NJ 53897",United Kingdom,18
CUST-0413,Brent Velez,wpittman@example.com,748.488.7721x540,"81192 Alicia Squares, Blackton, MN 56005",Japan,45
CUST-0414,Ryan Mcfarland,woodscynthia@example.org,977-886-3554,"1718 Steven Common Apt. 600, Hernandezhaven, OK 35866",Japan,26
CUST-0415,Jennifer Parks,jeffery13@example.com,(430)792-4165,"707 Anthony Flat, Carolineton, AS 34269",Switzerland,32
CUST-0416,Hunter Myers,briangross@example.org,001-921-239-1881,"3978 Angela Manor, East Carly, NC 62851",Australia,50
CUST-0417,Jennifer Houston,dominiquetravis@example.org,633-598-6986x8885,"796 Boyd Corner Apt. 680, Port Mary, TN 94771",Australia,48
CUST-0418,Curtis Lopez,ellisdrew@example.net,001-414-774-3130,"6796 Mark Ranch, West Ericton, VT 41890",India,54
CUST-0419,Michelle Estrada,fferguson@example.com,430.812.4514,"74073 Smith Estates, Paultown, WV 54146",Australia,58
CUST-0420,Mark Raymond,destiny41@example.net,879-317-0108,"8915 Horton Extensions Suite 824, Sandersview, IL 76835",United States,62
CUST-0421,James Smith,jessicafoley@example.org,+1-980-832-3175x9153,"93002 Rodriguez Motorway Suite 733, Scottland, IA 72893",India,45
CUST-0422,Robert Compton,jamespatterson@example.org,001-812-280-8353x66679,"668 John Avenue Apt. 112, Howellfurt, AR 14807",Canada,46
CUST-0423,Megan Hernandez,alexis33@example.com,746.276.4512,"0964 Frazier Street, North Emily, VT 76465",United States,23
CUST-0424,Lisa Best,fchurch@example.org,3644016723,"820 Burton Radial, New Aaron, MD 05224",Germany,69
CUST-0425,Sandra Massey,danielgardner@example.net,372.285.8063,"3844 Hopkins Isle Apt. 596, Kevinville, IA 36737",Japan,69
CUST-0426,Brent Ballard,jerrymiller@example.org,703-977-1624x5419,"48253 Torres Street Apt. 248, Lake Angela, PW 87201",Singapore,64
CUST-0427,Jason Garcia,ureyes@example.org,538.261.2518x19657,"072 Jackson Port Apt. 262, Jessicastad, TN 14620",Germany,36
CUST-0428,William Anderson,oodonnell@example.net,+1-265-325-5958x92517,"9285 Clifford Motorway, Lewismouth, AR 67248",United States,37
CUST-0429,Karina Carey,bfisher@example.net,(888)562-5470,"797 Gardner Field, North Jeremy, KS 79576",Japan,52
CUST-0430,James Jones,dconway@example.org,705.572.8766x021,"314 Brittany Plain, New Richardtown, MH 74538",Switzerland,51
CUST-0431,Robert Carter DDS,laura75@example.com,533-602-6711x8996,"035 Victoria Ville, Banksfort, KS 15774",Germany,59
CUST-0432,Adam Valenzuela,lindsaystewart@example.net,001-268-436-1967x286,"4998 Sandra Fork, West Latoyamouth, AR 02971",Canada,62
CUST-0433,Sara Lee,ewhite@example.net,448-667-3144x061,"Unit 7245 Box 6558, DPO AP 66435",Switzerland,42
CUST-0434,Donna Erickson,millernatalie@example.net,001-441-445-3560x73971,"9841 Hicks Knoll, Micheleburgh, ME 76111",Germany,12
CUST-0435,Phillip Wang,vray@example.com,385.707.4690x373,"5420 Coleman Wall, Lake Rodney, MI 16771",France,19
CUST-0436,Carol Ray,williamflowers@example.net,(960)319-9175x98058,"5360 Molina Mills Suite 699, Braunshire, AL 25333",Australia,53
CUST-0437,Christina Keller,bleblanc@example.net,001-849-311-4875x013,"304 Julie Fields, South Brianmouth, MP 33035",Canada,76
CUST-0438,Ryan Hines,parksmichael@example.org,(603)690-6112x49536,"95102 Renee Isle Suite 770, West Jessica, TX 86851",United States,32
CUST-0439,Daryl Mcgrath,john76@example.net,(705)947-1727x827,"533 Cain Creek, North Jamesstad, MS 07612",Germany,37
CUST-0440,Patricia Lopez,leesarah@example.net,(766)705-1550x816,"06918 Felicia Harbors, North Gregory, KS 24426",Germany,49
CUST-0441,Kevin Williams,owise@example.net,483-923-2401x9347,"0906 Ray Grove, Smithstad, OR 22366",Switzerland,31
CUST-0442,Sarah Webb,gwendolynbell@example.org,+1-420-641-9653,"8127 Hall Centers Apt. 335, Alexanderberg, PA 85496",France,34
CUST-0443,Michelle Hale,bakermargaret@example.org,+1-204-261-5597,"9817 Walters Island, Williamsland, OK 47082",Japan,54
CUST-0444,Sandra Andersen,dgeorge@example.net,001-608-259-8288x0880,"7873 Washington Loaf Suite 949, Deborahfurt, NH 37874",Switzerland,26
CUST-0445,Jose Ruiz,vanessagarcia@example.net,+1-710-277-9193x554,"163 Anderson Vista, Jacobmouth, PW 47344",Canada,93
CUST-0446,Laurie Caldwell,trangel@example.org,+1-522-922-3491x628,"33752 Leblanc Brook, Port Raymondbury, KY 55610",United States,45
CUST-0447,Benjamin Hartman,james11@example.org,001-939-414-7498x86706,"902 George Crossing Suite 858, East Rebekah, PW 68730",Germany,89
CUST-0448,Amber Lee,jacqueline37@example.org,3422963516,"9250 Brown Mountains Apt. 045, Durantown, PR 78484",Switzerland,30
CUST-0449,Laurie Mccall,perezwayne@example.net,642.627.7387,"1444 Mark Drive, Andrewbury, FL 59429",Australia,76
CUST-0450,Megan Mata,brownjason@example.net,+1-400-348-5177x531,"5269 Jonathan Square Suite 414, Port Jesusbury, SC 97977",Japan,66
CUST-0451,Andrea Schaefer,sboyle@example.com,(409)347-5366x8464,"1319 Walker Motorway, North Monique, CA 85584",India,67
CUST-0452,Chelsea Cross,danielle28@example.net,443.711.6333x7848,"528 Arellano Harbors, South Johnberg, OK 39018",United Kingdom,39
CUST-0453,Matthew Solis,mossjason@example.org,001-286-304-9589x2912,"43838 Nixon Lakes, Aguilarport, LA 17339",Australia,28
CUST-0454,Jessica Ortiz,johnsoncraig@example.org,+1-236-388-7555,"6277 Johnson Heights Suite 008, Evansmouth, PR 61503",Australia,51
CUST-0455,Christian Watts,maxwellamy@example.org,435.431.0404,"92175 Rodriguez Land, Port Carolynburgh, MN 05221",India,28
CUST-0456,Charles Murphy,xtaylor@example.com,653.849.9458,"77341 Kim Orchard, Allisonview, RI 69158",Switzerland,72
CUST-0457,Monica Gardner,ronald43@example.org,6039595265,"239 Mike Wells Suite 357, Stephanieberg, MP 87890",Switzerland,48
CUST-0458,James Martin,frankandrea@example.net,001-737-874-4073x34641,"Unit 4293 Box 6575, DPO AE 71674",Australia,28
CUST-0459,Angela Lewis,justinanderson@example.net,652-221-1098,"2291 Jamie Lake Suite 239, Parsonsberg, CO 66288",United Kingdom,61
CUST-0460,Monica Brown,martinjulia@example.net,797-340-4543,"15081 Williams Ranch, Keithfort, IA 29204",Japan,56
CUST-0461,Matthew Watts,craigwilliams@example.org,+1-629-854-3792x2124,"PSC 7818, Box 7743, APO AE 36535",France,59
CUST-0462,Lisa Frazier,lisa93@example.net,001-279-666-9140x01523,"4389 Henry Stravenue, Port Joseph, NE 42047",Germany,38
CUST-0463,Jason Moreno,knightkimberly@example.net,001-858-826-4227x035,"1710 Myers Station Apt. 913, Joeltown, OR 68328",India,19
CUST-0464,Allison Wolfe DDS,laurajenkins@example.net,911-933-1900,"4369 Hannah Lights Suite 069, New Veronica, HI 34097",India,48
CUST-0465,David Baker,georgesuzanne@example.com,986.376.2905,"01031 John Light, Thomasland, MP 42789",United States,69
CUST-0466,Anthony Thomas,woodjesse@example.net,(293)221-1530x957,"36662 Cline Lock, East Robertbury, PW 84162",Canada,49
CUST-0467,Sara Foster,dmcclain@example.net,433.932.6169x28322,"26284 Jennifer Forge, South Douglas, AK 54066",Japan,43
CUST-0468,Shawn Valdez,ashley74@example.net,5509702613,"293 Daniel Cliffs, North Dennis, TN 85136",United Kingdom,63
CUST-0469,Joshua Garcia,galvanjonathan@example.org,(743)502-3484x463,"0372 Johnson Bypass Apt. 378, Batesport, VA 08707",India,45
CUST-0470,William Turner,jonesmelinda@example.com,+1-366-919-5682x0867,"765 Baxter Brook Apt. 812, New Charles, RI 64551",United States,77
CUST-0471,Denise Cooper,hhaynes@example.com,(801)751-5525x09129,"9155 Zachary Highway Suite 346, East Christophermouth, RI 11913",United States,67
CUST-0472,William Curry,uduke@example.net,960-883-2699x01148,"986 Evans Valleys Suite 035, Clarkside, AK 84757",Japan,66
CUST-0473,Elizabeth Jones,ghess@example.com,(863)760-1004x535,"0815 Yu Walks, Lake Cynthia, AS 37656",France,60
CUST-0474,Ricky Allen,williamstimothy@example.net,371-841-2208,"46221 Pitts Keys, West David, TX 54297",India,37
CUST-0475,Aaron Powell,travis80@example.com,(723)479-6890x30350,"4227 Turner Drive, North Jose, MS 22160",Japan,24
CUST-0476,Meredith Turner,moralesgregory@example.com,(255)384-0369,"PSC 2684, Box 8161, APO AA 86612",India,55
CUST-0477,Kevin Fleming,santoskimberly@example.com,(581)294-1580x651,"65441 Tracy Road Apt. 069, South Eduardomouth, PA 56246",India,32
CUST-0478,Curtis Garza,yorkmark@example.net,396-874-2026,"815 Bell Shores, Williambury, ND 34693",Japan,41
CUST-0479,Jennifer Williams,hortonjeffrey@example.net,447-914-7743x92181,"50397 Benjamin Burgs Apt. 295, Danielletown, KS 51786",United Kingdom,23
CUST-0480,Dustin Preston,delgadoreginald@example.com,001-277-271-6952,"771 Phillip Passage, South Justin, ID 96967",India,44
CUST-0481,Deanna Evans,hartamanda@example.com,2074967283,"3767 Smith Green Apt. 485, Dominicchester, AL 44521",Singapore,24
CUST-0482,Courtney Johnson,christopherchambers@example.net,001-983-878-4121,"939 Denise Extensions, Port Lisa, WV 62309",France,33
CUST-0483,Meagan Young,ntodd@example.net,201.689.4913x03189,"063 Ricky Run, Brookefurt, WV 52755",United Kingdom,70
CUST-0484,Annette Martinez,christopheryoung@example.com,+1-878-994-6331,"0018 Sharon Station Suite 704, South Kent, OH 25558",Japan,29
CUST-0485,Frederick Mejia,ashleygill@example.net,7556628581,"98039 Jeffrey Pike, Lake Charles, MO 11552",Singapore,19
CUST-0486,Rhonda Mcclain,isilva@example.net,774.818.4539,"146 Fowler Ridge Apt. 306, Tamaratown, OR 34931",Germany,64
CUST-0487,Tyler Hill,catherine68@example.net,(623)245-0991x2367,"028 Yang Cliffs Suite 874, Princestad, UT 95018",Japan,43
CUST-0488,Rhonda King,hansenchristopher@example.net,998-675-6510,"19882 Richard Forges Apt. 718, North Pamela, MI 34099",Singapore,22
CUST-0489,Felicia Wilson MD,markparker@example.com,(903)596-8226x81324,"261 Vaughn Parkways Apt. 544, Baileyfurt, AS 54408",United States,39
CUST-0490,Grace Dunn,cbradshaw@example.net,931.725.1600,"20820 Jacobs Lakes, Port Corey, UT 76932",United States,42
CUST-0491,Michele White,kendra73@example.net,7707707323,"6623 Kristen Dam Suite 282, Jacksonborough, WA 33197",Japan,31
CUST-0492,Alicia Hoffman,nelsonrandy@example.net,6415432360,"4059 Roberts Forges, Port Angel, AS 21701",Canada,74
CUST-0493,Alexis Gay,dawn03@example.com,647-456-7853x256,"294 Maria Skyway, Debraburgh, WA 99772",United Kingdom,44
CUST-0494,Patrick Landry,dcopeland@example.org,001-613-621-8603x7822,"0477 Campbell Plains Apt. 281, Port Rodney, MD 36473",Australia,88
CUST-0495,Andrea Davis,browndouglas@example.org,001-716-612-7619x84343,"0670 William Circles, Brentmouth, VT 53975",Singapore,69
CUST-0496,Jeffrey Walsh,batesstephen@example.com,+1-379-395-3836x90251,"3773 Edwin Club, East Chad, AS 97124",Germany,18
CUST-0497,Richard Campbell DDS,nmoreno@example.com,574.675.0269x68202,"733 Christopher Gateway, New Hannahburgh, NM 72401",Singapore,56
CUST-0498,Amy Ortiz,katherine75@example.com,210-370-7277,"USNS Rubio, FPO AP 91833",Germany,18
CUST-0499,Mrs. Jennifer Grant,terryjeanette@example.org,001-253-599-9386x626,"9782 Rodriguez Park, Juanhaven, GU 55829",Australia,62
CUST-0500,Richard Robinson,wernerjeremiah@example.org,555-228-4791,"46621 Cain Field, South Jerry, NH 30524",Japan,39
