account_number,customer_id,account_type,open_date,balance,status
ACC-00743,CUST-0221,Savings,2022-03-14,45500.0,ACTIVE
ACC-00744,CUST-0129,Checking,2026-02-26,6115.0,ACTIVE
ACC-00745,CUST-0181,Credit Card,2020-11-13,14928.0,ACTIVE
ACC-00746,CUST-0470,Checking,2022-01-21,49745.0,ACTIVE
ACC-00747,CUST-0415,Checking,2020-07-14,27178.0,ACTIVE
ACC-00748,CUST-0269,Checking,2020-02-28,26126.0,ACTIVE
ACC-00749,CUST-0050,Savings,2019-03-07,28394.0,ACTIVE
ACC-00750,CUST-0164,Checking,2025-07-15,30041.0,ACTIVE
ACC-00751,CUST-0460,Savings,2021-03-28,46307.0,ACTIVE
ACC-00752,CUST-0500,Savings,2019-10-21,42282.0,ACTIVE
ACC-00753,CUST-0188,Credit Card,2021-02-05,46474.0,ACTIVE
ACC-00754,CUST-0287,Checking,2024-11-14,43260.0,ACTIVE
ACC-00755,CUST-0022,Savings,2018-08-08,12007.0,ACTIVE
ACC-00756,CUST-0407,Credit Card,2025-12-15,13091.0,ACTIVE
ACC-00757,CUST-0189,Credit Card,2020-03-20,8223.0,ACTIVE
ACC-00758,CUST-0107,Savings,2025-01-10,13363.0,ACTIVE
ACC-00759,CUST-0023,Savings,2021-03-20,28423.0,ACTIVE
ACC-00760,CUST-0110,Savings,2020-07-29,8900.0,ACTIVE
ACC-00761,CUST-0445,Checking,2026-01-18,13970.0,ACTIVE
ACC-00762,CUST-0163,Savings,2020-10-14,8850.0,ACTIVE
ACC-00763,CUST-0374,Credit Card,2019-11-17,671.0,ACTIVE
ACC-00764,CUST-0183,Credit Card,2019-04-05,25890.0,ACTIVE
ACC-00765,CUST-0440,Checking,2020-02-11,27271.0,ACTIVE
ACC-00766,CUST-0469,Savings,2025-03-07,22782.0,ACTIVE
ACC-00767,CUST-0160,Savings,2018-12-07,19755.0,ACTIVE
ACC-00768,CUST-0352,Checking,2024-05-18,5863.0,ACTIVE
ACC-00769,CUST-0008,Checking,2018-12-31,45193.0,ACTIVE
ACC-00770,CUST-0187,Checking,2026-01-20,30498.0,ACTIVE
ACC-00771,CUST-0244,Savings,2018-10-23,49319.0,ACTIVE
ACC-00772,CUST-0015,Savings,2023-07-04,4728.0,ACTIVE
ACC-00773,CUST-0068,Savings,2021-08-06,16617.0,ACTIVE
ACC-00774,CUST-0341,Savings,2021-12-26,7880.0,ACTIVE
ACC-00775,CUST-0172,Savings,2025-03-15,35553.0,ACTIVE
ACC-00776,CUST-0025,Savings,2022-09-21,33490.0,ACTIVE
ACC-00777,CUST-0133,Savings,2023-09-28,24766.0,ACTIVE
ACC-00778,CUST-0267,Checking,2019-10-29,36130.0,ACTIVE
ACC-00779,CUST-0396,Savings,2019-05-13,10196.0,ACTIVE
ACC-00780,CUST-0452,Checking,2018-05-23,27336.0,ACTIVE
ACC-00781,CUST-0395,Savings,2022-08-08,8823.0,ACTIVE
ACC-00782,CUST-0022,Checking,2025-08-04,5200.0,ACTIVE
ACC-00783,CUST-0198,Checking,2020-01-08,39807.0,ACTIVE
ACC-00784,CUST-0297,Savings,2023-07-06,19906.0,ACTIVE
ACC-00785,CUST-0188,Credit Card,2022-04-13,17235.0,ACTIVE
ACC-00786,CUST-0121,Savings,2022-12-26,47179.0,ACTIVE
ACC-00787,CUST-0318,Savings,2024-06-08,12953.0,ACTIVE
ACC-00788,CUST-0254,Savings,2022-03-27,40510.0,ACTIVE
ACC-00789,CUST-0271,Credit Card,2025-06-16,6835.0,ACTIVE
ACC-00790,CUST-0065,Savings,2023-10-17,13430.0,ACTIVE
ACC-00791,CUST-0317,Checking,2018-11-01,18550.0,ACTIVE
ACC-00792,CUST-0303,Credit Card,2023-09-14,41444.0,ACTIVE
ACC-00793,CUST-0116,Savings,2023-01-08,14532.0,ACTIVE
ACC-00794,CUST-0084,Savings,2020-02-06,27545.0,ACTIVE
ACC-00795,CUST-0172,Checking,2021-06-08,33719.0,ACTIVE
ACC-00796,CUST-0211,Savings,2020-08-01,49995.0,ACTIVE
ACC-00797,CUST-0064,Credit Card,2021-04-22,29228.0,ACTIVE
ACC-00798,CUST-0131,Checking,2020-12-05,37732.0,ACTIVE
ACC-00799,CUST-0324,Credit Card,2019-01-09,42959.0,ACTIVE
ACC-00800,CUST-0449,Credit Card,2020-02-19,43842.0,ACTIVE
