customer_id,full_name,risk_score,risk_level,rules_triggered_count,rules_triggered_ids
CUST-0196,Samuel Mendoza,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0257,Ashley Gilbert,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0240,Nichole Perkins,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0253,Nathaniel Fernandez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0251,Tracy Garcia,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0250,Randy Mann,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0247,Jon Williams,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0246,Ariel Miller,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0037,Leslie Lee,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0036,Roy Martin,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0035,Anthony Mcbride,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0444,Sandra Andersen,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0442,Sarah Webb,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0440,Patricia Lopez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0434,Donna Erickson,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0064,Dakota Thomas,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0061,Heather Quinn,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0059,Melanie Ballard,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0057,Jacqueline Hill,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0055,Jorge Wilson,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0054,Tracey Shaw,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0273,Mark Williams,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0272,Jeffrey Calderon,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0269,Jennifer Peters,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0264,Kevin Nguyen,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0261,Jill Hayes,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0193,Mark Schneider,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0192,Tiffany Williams MD,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0191,Marie Kim MD,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0190,Peter Hughes,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0187,Sandra Brady,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0184,Gregory Johnson,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0182,Joseph Bowers,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0209,Sandra Allen,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0256,Megan Smith,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0289,Dakota Medina,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0286,Briana Reid,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0279,Debbie Nelson,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0284,Christine Bradley,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0171,Wesley Cervantes,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0170,Jeff Davis,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0169,Michelle Davis,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0177,Julia Rodriguez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0162,Edward Davis,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0153,Morgan Sanchez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0149,Alexandra Clark,20.0,LOW,2,R12_NEW_DEVICE_LOGIN;R15_VPN_LOGIN
CUST-0147,Joseph Mendoza,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0146,Hector Martinez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0304,Lauren Ferrell,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0302,Dr. Andrea Scott DDS,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0164,Mallory Gonzalez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0299,Michelle Costa,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0296,Travis Hill,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0295,Brett Clark,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0294,Deborah Gonzalez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0291,Chad Andrade,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0290,Anthony Pollard,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0052,Megan White,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0051,Derek Smith,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0431,Robert Carter DDS,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0430,James Jones,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0429,Karina Carey,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0424,Lisa Best,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0422,Robert Compton,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0419,Michelle Estrada,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0418,Curtis Lopez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0301,Valerie Cummings,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0078,Ana Herrera,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0077,Kevin Farley,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0076,Sean Ryan,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0319,Andrew Archer,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0317,Sheena Peters,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0315,Michael Cannon,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0314,Dr. Mary Lucas,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0312,Tanya Bailey,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0309,Charles Hines,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0308,Thomas Warren,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0160,Meghan Young,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0159,Andrew Liu,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0141,Kimberly Russell,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0137,Stephanie Caldwell,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0135,Thomas Davenport,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0132,Joshua Fernandez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0131,John Nguyen,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0335,Jessica Mitchell,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0334,Joel Martin,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0333,Shannon Gutierrez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0332,Susan Cunningham,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0331,Meghan Washington,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0330,Maurice Myers,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0325,Christopher Peterson,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0322,Joe Welch,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0123,Emily Key,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0122,Brandon Castaneda,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0121,Jim Davis,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0119,Nathan Wade,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0117,Richard Mckinney,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0114,Christopher Gibbs,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0081,Paige Woods,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0351,Dr. Abigail Howard,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0344,Joseph Scott,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0338,Kyle Murillo,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0339,Alan Garrett,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0075,Derek Hamilton,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0074,William Lane,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0073,Rebecca Duffy,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0143,Ryan Miller,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0066,Jacqueline Mathis,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0416,Hunter Myers,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0413,Brent Velez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0405,Kyle Arnold,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0093,Amy Houston,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0369,Linda Keller,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0368,Aaron Jones,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0067,Brianna Hall,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0365,Jessica Thompson,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0363,Brian Silva,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0362,Thomas Ward,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0360,Paula Boyd,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0358,Allen Peters,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0357,Joseph Wright,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0355,Brett Williams,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0126,John King,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0385,Tracy Willis DDS,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0377,David Crane,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0371,Michael Alvarado,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0370,Julie Hart,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0112,Edgar Evans,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0111,Marissa Clark,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0109,Casey Morris,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0367,George Wallace,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0108,Sandra Gonzalez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0106,Tim Mason,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0102,Heather Brown,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0104,Marissa Gordon DDS,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0091,Cheryl Diaz,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0089,Rachel Kirk,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0086,Paul Nielsen,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0100,Alan Martin,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0398,Hector Perez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0397,Crystal Ray,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0395,Kevin Livingston,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0393,Annette Smith,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0391,Eugene Griffin,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0389,Hannah Day,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0387,Patrick Solis,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0400,Chase Crawford,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0386,Ruth Powell,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0476,Meredith Turner,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0473,Elizabeth Jones,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0475,Aaron Powell,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0468,Shawn Valdez,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0031,Kenneth Waters,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0021,Valerie Potter,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0472,William Curry,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0216,Mary Ballard,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0215,Michelle Jones,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0497,Richard Campbell DDS,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0490,Grace Dunn,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0488,Rhonda King,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0486,Rhonda Mcclain,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0011,Nicholas Fuller,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0009,Brandi Wilson,20.0,LOW,1,R06_HIGH_RISK_MERCHANT
CUST-0023,Matthew Miller,15.0,LOW,1,R18_HIGH_TRANSACTION_FREQUENCY
CUST-0005,Yolanda Diaz,15.0,LOW,1,R18_HIGH_TRANSACTION_FREQUENCY
CUST-0027,Jennifer Williams,15.0,LOW,1,R18_HIGH_TRANSACTION_FREQUENCY
CUST-0288,Christopher Thomas,15.0,LOW,1,R18_HIGH_TRANSACTION_FREQUENCY
CUST-0454,Jessica Ortiz,15.0,LOW,1,R18_HIGH_TRANSACTION_FREQUENCY
CUST-0026,Jane Weaver,10.0,LOW,1,R15_VPN_LOGIN
CUST-0028,Thomas Sutton,10.0,LOW,1,R15_VPN_LOGIN
CUST-0020,Timothy Jefferson,10.0,LOW,1,R15_VPN_LOGIN
CUST-0098,Raymond Malone,10.0,LOW,1,R12_NEW_DEVICE_LOGIN
CUST-0329,Zachary Morgan,10.0,LOW,1,R15_VPN_LOGIN
CUST-0158,Jeremiah Rowe,10.0,LOW,1,R15_VPN_LOGIN
CUST-0275,Samuel Walker,10.0,LOW,1,R15_VPN_LOGIN
CUST-0163,Jessica Benson,10.0,LOW,1,R15_VPN_LOGIN
CUST-0448,Amber Lee,10.0,LOW,1,R15_VPN_LOGIN
CUST-0260,Jordan Armstrong,10.0,LOW,1,R15_VPN_LOGIN
CUST-0002,Kenneth Lawson MD,10.0,LOW,1,R15_VPN_LOGIN
CUST-0167,Aaron Evans,10.0,LOW,1,R15_VPN_LOGIN
CUST-0404,James Rodriguez,10.0,LOW,1,R15_VPN_LOGIN
CUST-0414,Ryan Mcfarland,10.0,LOW,1,R15_VPN_LOGIN
CUST-0154,Megan Thompson,10.0,LOW,1,R15_VPN_LOGIN
CUST-0342,Amanda Nash,10.0,LOW,1,R15_VPN_LOGIN
CUST-0097,Holly Wright,10.0,LOW,1,R12_NEW_DEVICE_LOGIN
CUST-0366,Thomas Goodman,10.0,LOW,1,R12_NEW_DEVICE_LOGIN
CUST-0383,Hunter Cameron,10.0,LOW,1,R15_VPN_LOGIN
CUST-0088,Christina Gutierrez,10.0,LOW,1,R15_VPN_LOGIN
CUST-0048,Felicia Gray MD,10.0,LOW,1,R15_VPN_LOGIN
CUST-0458,James Martin,10.0,LOW,1,R15_VPN_LOGIN
CUST-0103,Ronnie Harris,0.0,LOW,0,
CUST-0401,David Obrien,0.0,LOW,0,
CUST-0082,Anthony Cruz,0.0,LOW,0,
CUST-0029,Brian Ramirez,0.0,LOW,0,
CUST-0030,Johnny Wilson,0.0,LOW,0,
CUST-0394,Melody Bailey,0.0,LOW,0,
CUST-0025,Logan Rodriguez,0.0,LOW,0,
CUST-0012,James Mejia,0.0,LOW,0,
CUST-0013,Frederick Hancock,0.0,LOW,0,
CUST-0015,Rebecca Watson,0.0,LOW,0,
CUST-0494,Patrick Landry,0.0,LOW,0,
CUST-0487,Tyler Hill,0.0,LOW,0,
CUST-0214,Jill Wilson,0.0,LOW,0,
CUST-0213,Diane Griffith,0.0,LOW,0,
CUST-0124,Steven Duncan,0.0,LOW,0,
CUST-0379,Carolyn Figueroa,0.0,LOW,0,
CUST-0343,Jason Wang,0.0,LOW,0,
CUST-0145,Stephanie Barker,0.0,LOW,0,
CUST-0155,Janet Hayes,0.0,LOW,0,
CUST-0307,Amanda Carrillo,0.0,LOW,0,
CUST-0144,Troy Clark,0.0,LOW,0,
CUST-0136,Brandon Shaffer,0.0,LOW,0,
CUST-0096,Brian Mann,0.0,LOW,0,
CUST-0095,Stephen Gray,0.0,LOW,0,
CUST-0092,Timothy Brown,0.0,LOW,0,
CUST-0406,Wesley Ponce,0.0,LOW,0,
CUST-0142,Miguel Johnson,0.0,LOW,0,
CUST-0364,Jeffrey Wood,0.0,LOW,0,
CUST-0354,Stacy Larson,0.0,LOW,0,
CUST-0128,Cindy Chandler,0.0,LOW,0,
CUST-0305,Susan Harrington,0.0,LOW,0,
CUST-0297,Adam West,0.0,LOW,0,
CUST-0425,Sandra Massey,0.0,LOW,0,
CUST-0421,James Smith,0.0,LOW,0,
CUST-0316,Lawrence Adams,0.0,LOW,0,
CUST-0420,Mark Raymond,0.0,LOW,0,
CUST-0313,Samantha Bowers,0.0,LOW,0,
CUST-0311,Sara Welch,0.0,LOW,0,
CUST-0323,Brittany Robertson DVM,0.0,LOW,0,
CUST-0310,Katherine Bright,0.0,LOW,0,
CUST-0062,Daniel Smith,0.0,LOW,0,
CUST-0038,Robert Powell,0.0,LOW,0,
CUST-0183,Amanda Roberts DVM,0.0,LOW,0,
CUST-0179,Teresa Simon,0.0,LOW,0,
CUST-0276,Michael Guzman,0.0,LOW,0,
CUST-0281,Laura Gibbs,0.0,LOW,0,
CUST-0218,Amy Gallegos,0.0,LOW,0,
CUST-0207,Diane Avila,0.0,LOW,0,
CUST-0198,Michelle Solomon,0.0,LOW,0,
CUST-0254,Michael Jarvis,0.0,LOW,0,
CUST-0228,Tracie Wood,0.0,LOW,0,
CUST-0232,Patrick White,0.0,LOW,0,
CUST-0234,Curtis Mcdonald,0.0,LOW,0,
CUST-0239,Stuart Banks,0.0,LOW,0,
CUST-0047,Shannon Adams,0.0,LOW,0,
CUST-0045,Alison Barrett,0.0,LOW,0,
CUST-0039,John Simmons,0.0,LOW,0,
CUST-0242,Kyle Cohen,0.0,LOW,0,
CUST-0049,Travis Stone,0.0,LOW,0,
CUST-0463,Jason Moreno,0.0,LOW,0,
CUST-0004,Ariana Schultz,0.0,LOW,0,
CUST-0003,Steven Tapia,0.0,LOW,0,
